,doi,sentence,composition,unit,value,K,Am^2/kg,°C,kA/m,mT,emu cm^−3,emu/cm^3,emu/g,A/m,A m^2/kg,Oe,µ_B/f.u.,kOe
0,10.1016/j.jallcom.2020.158450,12,FeCrCoNi-,K,420,420,,,,,,,,,,,,
1,10.1016/j.jallcom.2020.158450,12,Al_0.5CoCrFeNi,K,215,215,,,,,,,,,,,,
2,10.1016/j.jallcom.2020.158450,23,AlCoCrFeMnNi,Am^2/kg,60,,60,,,,,,,,,,,
3,10.1016/j.jallcom.2020.158450,26,AlCoCrFeMnNi,°C,550,,,550,,,,,,,,,,
4,10.1016/j.jallcom.2020.158450,95,AlCoCrFeNi),kA/m,348,,,,348,,,,,,,,,
5,10.1016/j.jallcom.2020.158450,95,AlCoCrFeMnNi),kA/m,587,,,,587,,,,,,,,,
6,10.1016/j.jallcom.2020.158450,144,AlCoCrFeNi,kA/m,348,,,,348,,,,,,,,,
7,10.1016/j.jallcom.2020.158450,144,AlCoCrFeMnNi,kA/m,587,,,,587,,,,,,,,,
8,10.1016/j.jmmm.2011.03.003,136,Pr_58Fe_24Al_18,mT,195.6,,,,,195.6,,,,,,,,
9,10.1016/j.jmmm.2011.03.003,138,Nd_60Fe_30Al_10,mT,210.0,,,,,210.0,,,,,,,,
10,10.1016/j.jmmm.2011.03.003,138,Nd_60Fe_20Co_10Al_10,mT,210.0,,,,,210.0,,,,,,,,
11,10.1016/j.jmmm.2011.03.003,138,Pr_58Fe_24Al_18),mT,358,,,,,358,,,,,,,,
12,10.1016/j.jmmm.2011.03.003,138,Nd_60Fe_30Al_10,mT,210.0,,,,,210.0,,,,,,,,
13,10.1016/j.jmmm.2011.03.003,138,Nd_60Fe_20Co_10Al_10,mT,210.0,,,,,210.0,,,,,,,,
14,10.1016/j.jmmm.2011.03.003,140,Nd_60Fe_20Co_10Al_10,mT,300,,,,,300,,,,,,,,
15,10.1016/j.jmmm.2011.03.003,252,Nd_60Fe_30Al_10,mT,358,,,,,358,,,,,,,,
16,10.1016/j.jmmm.2011.03.003,252,Nd_60Fe_20Co_10Al_10,mT,285,,,,,285,,,,,,,,
17,10.1016/j.jmmm.2011.03.003,252,Pr_58Fe_24Al_18,mT,265,,,,,265,,,,,,,,
18,10.1016/j.jmmm.2011.03.003,253,Nd_60Fe_30Al_10,mT,437.3,,,,,437.3,,,,,,,,
19,10.1016/j.jmmm.2011.03.003,253,Nd_60Fe_30Al_10,mT,269.8,,,,,269.8,,,,,,,,
20,10.1016/j.jmmm.2011.03.003,253,Nd_60Fe_20Co_10Al_10,mT,465.2,,,,,465.2,,,,,,,,
21,10.1016/j.jmmm.2011.03.003,253,Nd_60Fe_20Co_10Al_10,mT,210.0,,,,,210.0,,,,,,,,
22,10.1016/j.jmmm.2011.03.003,253,Pr_58Fe_24Al_18,mT,363.0,,,,,363.0,,,,,,,,
23,10.1016/j.jmmm.2011.03.003,253,Pr_58Fe_24Al_18,mT,195.6,,,,,195.6,,,,,,,,
24,10.1016/S0304-8853(02)00439-0,24,ThFe_11C_x,K,10,10,,,,,,,,,,,,
25,10.1016/S0304-8853(02)00439-0,60,ThFe_11C_1.5,K,419,419,,,,,,,,,,,,
26,10.1016/j.materresbull.2018.12.005,8,TbErIG,K,14,14,,,,,,,,,,,,
27,10.1016/j.materresbull.2018.12.005,181,TbErIG,K,14,14,,,,,,,,,,,,
28,10.1016/j.materresbull.2018.12.005,197,TbErIG,emu cm^−3,4,,,,,,4,,,,,,,
29,10.1016/j.materresbull.2018.12.005,198,TbErIG,emu cm^−3,9,,,,,,9,,,,,,,
30,10.1016/j.materresbull.2018.12.005,203,['TbErIG'],emu/cm^3,155,,,,,,,155,,,,,,
31,10.1016/j.materresbull.2018.12.005,203,YIG(O_2),emu/cm^3,63,,,,,,,63,,,,,,
32,10.1016/j.materresbull.2018.12.005,203,YIG(A,emu/cm^3,45,,,,,,,45,,,,,,
33,10.1016/j.materresbull.2018.12.005,203,TbErIG,emu/cm^3,83,,,,,,,83,,,,,,
34,10.1016/j.materresbull.2018.12.005,203,TbErIG(O_2),emu/cm^3,31,,,,,,,31,,,,,,
35,10.1016/j.materresbull.2018.12.005,203,TbErIG(A,emu/cm^3,30,,,,,,,30,,,,,,
36,10.1016/j.jmmm.2018.11.025,123,C-AA-ION,emu/g,62.6,,,,,,,,62.6,,,,,
37,10.1016/j.jmmm.2018.11.025,123,A-ION,emu/g,62.6,,,,,,,,62.6,,,,,
38,10.1016/j.jmmm.2018.11.025,123,C-AA,emu/g,62.6,,,,,,,,62.6,,,,,
39,10.1016/j.jmmm.2018.11.025,123,A-ION,emu/g,62.6,,,,,,,,62.6,,,,,
40,10.1016/j.jmmm.2018.11.025,142,C-AA-ION,emu/g,62.6,,,,,,,,62.6,,,,,
41,10.1016/j.jmmm.2018.11.025,142,H-AA-ION,emu/g,65.3,,,,,,,,65.3,,,,,
42,10.1016/j.jmmm.2018.11.025,145,C-AA,emu/g,17,,,,,,,,17,,,,,
43,10.1016/j.jmmm.2018.11.025,145,A-ION,emu/g,15,,,,,,,,15,,,,,
44,10.1016/j.jmmm.2018.11.025,179,",Co-",emu/g,62.6,,,,,,,,62.6,,,,,
45,10.1016/j.jmmm.2018.11.025,179,",Co-",emu/g,62.4,,,,,,,,62.4,,,,,
46,10.1016/j.jmmm.2018.11.025,179,",Co-",emu/g,60.8,,,,,,,,60.8,,,,,
47,10.1016/j.jmmm.2018.11.025,179,[],emu/g,65.3,,,,,,,,65.3,,,,,
48,10.1016/j.jmmm.2018.11.025,179,[],emu/g,57.5,,,,,,,,57.5,,,,,
49,10.1016/j.jmmm.2018.11.025,179,[],emu/g,36,,,,,,,,36,,,,,
50,10.1016/j.jmmm.2018.11.025,179,[],emu/g,5.2,,,,,,,,5.2,,,,,
51,10.1016/j.jmmm.2018.11.025,179,[],emu/g,29.6,,,,,,,,29.6,,,,,
52,10.1016/j.jmmm.2018.11.025,179,[],emu/g,47,,,,,,,,47,,,,,
53,10.1016/j.jmmm.2018.11.025,179,[],emu/g,40,,,,,,,,40,,,,,
54,10.1016/j.jeurceramsoc.2020.12.001,20,Al_2O_3,emu/g,12,,,,,,,,12,,,,,
55,10.1016/j.jeurceramsoc.2020.12.001,20,GeO_2,emu/g,10,,,,,,,,10,,,,,
56,10.1016/j.jeurceramsoc.2020.12.001,29,MFe_2O_4,emu/g,0.83,,,,,,,,0.83,,,,,
57,10.1016/j.jeurceramsoc.2020.12.001,29,LiFe_5O_8,emu/g,8.24,,,,,,,,8.24,,,,,
58,10.1016/j.jeurceramsoc.2020.12.001,127,Fe_3O_4,emu/g,12,,,,,,,,12,,,,,
59,10.1016/j.jeurceramsoc.2020.12.001,257,Fe_3O_4,emu/g,17.328,,,,,,,,17.328,,,,,
60,10.1016/j.scriptamat.2022.114847,5,Sm-Co,K,1000,1000,,,,,,,,,,,,
61,10.1016/j.scriptamat.2022.114847,5,(SmCo_5,K,1000,1000,,,,,,,,,,,,
62,10.1016/j.scriptamat.2022.114847,5,Sm_2Co_17,K,1200,1200,,,,,,,,,,,,
63,10.1016/j.jallcom.2019.153420,86,Fe_65Nb_5Y_5+xHf_5-xB_20,K,14,14,,,,,,,,,,,,
64,10.1016/j.jallcom.2019.153420,86,Fe_65Nb_5Y_9Hf_1B_20,K,6,6,,,,,,,,,,,,
65,10.1016/j.jallcom.2019.153420,86,Fe_65Nb_5Y_10B_20-,K,8,8,,,,,,,,,,,,
66,10.1016/j.jallcom.2019.153420,130,Fe_65Nb_5Y_5Hf_5B_20,A/m,0.42,,,,,,,,,0.42,,,,
67,10.1016/j.jallcom.2019.153420,130,Fe_65Nb_5Y_6Hf_4B_20,A/m,0.44,,,,,,,,,0.44,,,,
68,10.1016/j.jallcom.2019.153420,130,Fe_65Nb_5Y_7Hf_3B_20,A/m,0.47,,,,,,,,,0.47,,,,
69,10.1016/j.jallcom.2019.153420,130,Fe_65Nb_5Y_8Hf_2B_20,A/m,0.49,,,,,,,,,0.49,,,,
70,10.1016/j.jallcom.2019.153420,130,Fe_65Nb_5Y_9Hf_1B_20,A/m,0.51,,,,,,,,,0.51,,,,
71,10.1016/j.jallcom.2019.153420,130,Fe_65Nb_5Y_10B_20,A/m,0.60,,,,,,,,,0.60,,,,
72,10.1016/j.nanoso.2022.100862,132,CoFe_2O_4,emu/g,33.49,,,,,,,,33.49,,,,,
73,10.1016/j.nanoso.2022.100862,133,Fe_2O,emu/g,6,,,,,,,,6,,,,,
74,10.1016/j.ceramint.2020.08.165,130,Fe_3O_4,A m^2/kg,206,,,,,,,,,,206,,,
75,10.1016/j.ceramint.2020.08.165,130,Fe_3O_4,A m^2/kg,206,,,,,,,,,,206,,,
76,10.1016/j.ceramint.2020.08.165,131,Fe_3O_4,A m^2/kg,200,,,,,,,,,,200,,,
77,10.1016/j.ceramint.2020.08.165,148,α-Fe,°C,9,,,9,,,,,,,,,,
78,10.1016/j.ceramint.2020.08.165,156,Fe_3O_4,°C,500,,,500,,,,,,,,,,
79,10.1016/j.ceramint.2020.08.165,273,Fe_3O_4,A m^2/kg,18,,,,,,,,,,18,,,
80,10.1016/j.jallcom.2022.166174,228,FeCoNi_1+xCu_1-xAl,emu/g,79,,,,,,,,79,,,,,
81,10.1016/j.jallcom.2022.166174,228,FeCoNi_1+xCu_1-xAl,emu/g,82,,,,,,,,82,,,,,
82,10.1016/j.jallcom.2022.166174,228,FeCoNiMn_xAl_1-x,emu/g,83.4,,,,,,,,83.4,,,,,
83,10.1016/j.jallcom.2022.166174,228,FeCoNiMn_xAl_1-x,emu/g,95,,,,,,,,95,,,,,
84,10.1016/j.jallcom.2022.166174,228,FeCoNi(CuAl)_0.8Sn_x,emu/g,78.6,,,,,,,,78.6,,,,,
85,10.1016/j.jallcom.2022.166174,228,FeCoNi(CuAl)_0.8Sn_x,emu/g,88.8,,,,,,,,88.8,,,,,
86,10.1016/j.jallcom.2022.166174,228,FeCoNi(CuAl)_0.8Ga_x,emu/g,78.6,,,,,,,,78.6,,,,,
87,10.1016/j.jallcom.2022.166174,228,FeCoNi(CuAl)_0.8Ga_x,emu/g,82.8,,,,,,,,82.8,,,,,
88,10.1016/j.jallcom.2022.166174,228,FeCoNi(MnSi)_x,emu/g,59.4,,,,,,,,59.4,,,,,
89,10.1016/j.jallcom.2022.166174,228,FeCoNi(MnSi)_x,emu/g,137.7,,,,,,,,137.7,,,,,
90,10.1016/j.jallcom.2022.166174,228,FeCoNi(MnAl)_x,emu/g,51.9,,,,,,,,51.9,,,,,
91,10.1016/j.jallcom.2022.166174,228,FeCoNi(MnAl)_x,emu/g,155.7,,,,,,,,155.7,,,,,
92,10.1016/j.jallcom.2022.166174,228,FeCoNiSi_0.25Al_x,emu/g,94.1,,,,,,,,94.1,,,,,
93,10.1016/j.jallcom.2022.166174,228,FeCoNiSi_0.25Al_x,emu/g,114.1,,,,,,,,114.1,,,,,
94,10.1016/j.jallcom.2022.166174,228,FeCoNi(AlMn)_0.5,emu/g,54.23,,,,,,,,54.23,,,,,
95,10.1016/j.jallcom.2022.166174,228,FeCoNiAlCr,emu/g,70,,,,,,,,70,,,,,
96,10.1016/j.jallcom.2022.166174,228,FeCoNiCuMn,emu/g,84,,,,,,,,84,,,,,
97,10.1016/j.jallcom.2009.03.189,72,(Fe_50Co_50)_62Nb_8B_30,Am^2/kg,15.24,,15.24,,,,,,,,,,,
98,10.1016/j.jmmm.2019.166151,2,FeCoNiCuZn,emu/g,65.92,,,,,,,,65.92,,,,,
99,10.1016/j.jmmm.2019.166151,14,FeCoNiMnV,emu/g,100,,,,,,,,100,,,,,
100,10.1016/j.jmmm.2019.166151,39,(PPM,Oe,24,,,,,,,,,,,24,,
101,10.1016/j.jmmm.2019.01.073,159,Fe_61Co_10Y_8W_1B_20,A/m,1.11,,,,,,,,,1.11,,,,
102,10.1016/j.jmmm.2019.01.073,159,['Fe_61+xCo_10−XY_8W_1B_20'],A/m,61,,,,,,,,,61,,,,
103,10.1016/j.jmmm.2019.01.073,159,Fe_62Co_9Y_8W_1B_20,A/m,1.09,,,,,,,,,1.09,,,,
104,10.1016/j.jmmm.2019.01.073,159,['Fe_61+xCo_10−XY_8W_1B_20'],A/m,159,,,,,,,,,159,,,,
105,10.1016/j.jmmm.2019.01.073,159,Fe_63Co_8Y_8W_1B_20,A/m,1.10,,,,,,,,,1.10,,,,
106,10.1016/j.jmmm.2019.01.073,159,['Fe_61+xCo_10−XY_8W_1B_20'],A/m,223,,,,,,,,,223,,,,
107,10.1016/j.jmmm.2006.11.216,3,HoFe_11−_xCo_xTi,K,513,513,,,,,,,,,,,,
108,10.1016/j.jmmm.2006.11.216,3,HoFe_11Ti,K,513,513,,,,,,,,,,,,
109,10.1016/j.jmmm.2006.11.216,3,HoCo_11Ti,K,983,983,,,,,,,,,,,,
110,10.1016/j.jmmm.2019.02.084,5,Co_2CrAl,K,910,910,,,,,,,,,,,,
111,10.1016/j.jmmm.2019.02.084,5,Co_2CrAl,K,910,910,,,,,,,,,,,,
112,10.1016/j.jmmm.2019.02.084,5,Co_2CrAl,µ_B/f.u.,3.02,,,,,,,,,,,,3.02,
113,10.1016/j.jmmm.2019.02.084,5,Co_2CrAl,µ_B/f.u.,3.02,,,,,,,,,,,,3.02,
114,10.1016/j.apt.2016.01.027,189,Fe_75Si_15B_5Ti_5,Am^2/kg,133,,133,,,,,,,,,,,
115,10.1016/j.apt.2016.01.027,215,Fe_2B,°C,730,,,730,,,,,,,,,,
116,10.1016/j.apt.2016.01.027,215,Fe_3Si,°C,626,,,626,,,,,,,,,,
117,10.1016/j.apt.2016.01.027,226,Fe_3Si,°C,580,,,580,,,,,,,,,,
118,10.1016/j.apt.2016.01.027,237,Fe_2B_0.7C_0.3,°C,425,,,425,,,,,,,,,,
119,10.1016/j.apt.2016.01.027,252,Fe_3Si,°C,1,,,1,,,,,,,,,,
120,10.1016/j.apt.2016.01.027,255,Fe_2B,°C,653,,,653,,,,,,,,,,
121,10.1016/j.apt.2016.01.027,255,Fe_3Si,°C,556,,,556,,,,,,,,,,
122,10.1016/j.jcrysgro.2010.11.031,4,Ni_2MnIn,K,170,170,,,,,,,,,,,,
123,10.1016/j.jcrysgro.2010.11.031,15,Ni_2MnIn,K,314–320,314–320,,,,,,,,,,,,
124,10.1016/j.jcrysgro.2010.11.031,16,Ni_2MnIn,K,170,170,,,,,,,,,,,,
125,10.1016/j.jcrysgro.2010.11.031,85,Ni_2MnIn,K,170,170,,,,,,,,,,,,
126,10.1016/j.jcrysgro.2010.11.031,110,Ni_2MnIn,K,300,300,,,,,,,,,,,,
127,10.1016/j.addma.2022.102620,9,"La(Fe,Si)_13",K,195,195,,,,,,,,,,,,
128,10.1016/j.addma.2022.102620,213,FM-PM,K,6,6,,,,,,,,,,,,
129,10.1016/j.addma.2022.102620,221,NaZn_13,K,210,210,,,,,,,,,,,,
130,10.1016/j.addma.2022.102620,245,"La(Fe,Si)_13",K,12,12,,,,,,,,,,,,
131,10.1016/j.addma.2022.102620,245,"La(Fe,Si)_13",K,12,12,,,,,,,,,,,,
132,10.1016/j.jallcom.2021.161758,95,(CFO_90),emu/cm^3,290,,,,,,,290,,,,,,
133,10.1016/j.jallcom.2021.161758,98,CFO_30,emu/cm^3,400,,,,,,,400,,,,,,
134,10.1016/j.jallcom.2021.161758,174,CFO_90,emu/cm^3,90,,,,,,,90,,,,,,
135,10.1016/j.jallcom.2021.161758,174,CFO_90,emu/cm^3,290,,,,,,,290,,,,,,
136,10.1016/j.jallcom.2021.161758,174,[],emu/cm^3,75,,,,,,,75,,,,,,
137,10.1016/j.jallcom.2021.161758,174,CFO_30,emu/cm^3,30,,,,,,,30,,,,,,
138,10.1016/j.jallcom.2021.161758,174,CFO_30,emu/cm^3,300,,,,,,,300,,,,,,
139,10.1016/j.jallcom.2021.161758,174,[],emu/cm^3,135,,,,,,,135,,,,,,
140,10.1016/j.ultramic.2010.12.001,94,CoCrFeNiCuAl,emu/g,16,,,,,,,,16,,,,,
141,10.1016/j.jmmm.2008.03.003,40,CoMnGe,K,10,10,,,,,,,,,,,,
142,10.1016/j.jnoncrysol.2013.08.009,90,Gd_55Co_20Fe_5Al_20−xSi_x,emu/g,4,,,,,,,,4,,,,,
143,10.1016/j.jnoncrysol.2017.05.037,3,(Fe_0.402Co_0.201Ni_0.067B_0.227Si_0.053Nb_0.05)_100−xCu_x,K,5,5,,,,,,,,,,,,
144,10.1016/j.compositesb.2022.110182,21,Al_0.1(Fe_1.6CoCr_0.4Mn)_0.9,emu/g,135,,,,,,,,135,,,,,
145,10.1016/j.compositesb.2022.110182,21,FeCoNiSi_0.4Al_0.4,emu/g,113.1,,,,,,,,113.1,,,,,
146,10.1016/j.compositesb.2022.110182,127,Fe_44Co_44Zr_7B_4Cu_1,K,14,14,,,,,,,,,,,,
147,10.1016/j.compositesb.2022.110182,127,Fe_44Co_44Zr_7B_4Cu_1,emu/g,1.23,,,,,,,,1.23,,,,,
148,10.1016/j.jmmm.2015.04.097,123,Mn_55Ga_45,°C,337,,,337,,,,,,,,,,
149,10.1016/j.jmmm.2015.04.097,201,Mn_55Ga_45,°C,337±25,,,337±25,,,,,,,,,,
150,10.1016/j.matchemphys.2016.08.005,131,α-Fe(Si),°C,565,,,565,,,,,,,,,,
151,10.1016/j.matchemphys.2016.08.005,134,Fe_3Si,°C,575,,,575,,,,,,,,,,
152,10.1016/j.intermet.2022.107581,102,CoCr_0.75FeNiPd_0.2,K,300,300,,,,,,,,,,,,
153,10.1016/j.intermet.2022.107581,102,CoCr_0.9FeNiPd_0.4,K,300,300,,,,,,,,,,,,
154,10.1016/j.intermet.2022.107581,102,CoCr_1.05FeNiPd_0.6,K,300,300,,,,,,,,,,,,
155,10.1016/j.intermet.2022.107581,135,CoCr_0.9FeNi,K,7,7,,,,,,,,,,,,
156,10.1016/j.intermet.2022.107581,163,CoCrFeNi,K,100–1000,100–1000,,,,,,,,,,,,
157,10.1016/j.matchemphys.2021.124907,62,FeCoNi,emu/g,163,,,,,,,,163,,,,,
158,10.1016/j.matchemphys.2021.124907,69,Fe_30Co_30Ni_30Cr_10-xMn_x,K,7,7,,,,,,,,,,,,
159,10.1016/j.matchemphys.2021.124907,103,Fe_30Co_30Ni_30Cr_10-xMn_x,K,420,420,,,,,,,,,,,,
160,10.1016/j.matchemphys.2021.124907,103,FeCoNi,K,470,470,,,,,,,,,,,,
161,10.1016/j.matchemphys.2021.124907,118,FeCoNi,K,9,9,,,,,,,,,,,,
162,10.1016/j.matchemphys.2021.124907,118,Fe_30Co_30Ni_30Cr_10-xMn_xH,K,2,2,,,,,,,,,,,,
163,10.1016/j.matchemphys.2021.124907,130,FeCoNi,K,18,18,,,,,,,,,,,,
164,10.1016/j.matchemphys.2021.124907,130,FeCoNi,emu/g,4,,,,,,,,4,,,,,
165,10.1016/j.matchemphys.2021.124907,138,Fe_30Co_30Ni_30Cr_5Mn_5,K,50,50,,,,,,,,,,,,
166,10.1016/j.matchemphys.2021.124907,138,Fe_30Co_30Ni_30Cr_10-xMn_x,K,50,50,,,,,,,,,,,,
167,10.1016/j.matchemphys.2021.124907,143,FeCoNi,emu/g,158,,,,,,,,158,,,,,
168,10.1016/j.matchemphys.2021.124907,143,Fe_30Co_30Ni_30Cr_10,emu/g,89,,,,,,,,89,,,,,
169,10.1016/j.matchemphys.2021.124907,157,FeCoNi,K,18,18,,,,,,,,,,,,
170,10.1016/j.matchemphys.2021.124907,157,FeCoNi,emu/g,4,,,,,,,,4,,,,,
171,10.1016/j.isci.2022.104047,32,AlCoFeNi,Am^2/kg,6,,6,,,,,,,,,,,
172,10.1016/j.isci.2022.104047,33,AlCo_0.5Cr_0.5FeNi,Am^2/kg,4,,4,,,,,,,,,,,
173,10.1016/j.jallcom.2021.163428,6,FeCoNiMn_0.2Al_0.8,emu/g,95.0,,,,,,,,95.0,,,,,
174,10.1016/j.jallcom.2021.163428,113,FeCoNiMn_xAl_1−xH,Oe,15000,,,,,,,,,,,15000,,
175,10.1016/j.jallcom.2021.163428,158,FeCoNiMn_0.2Al_0.8,emu/g,95.0,,,,,,,,95.0,,,,,
176,10.1016/j.jmmm.2019.165333,19,FeCoNi,emu/g,2,,,,,,,,2,,,,,
177,10.1016/j.jmmm.2019.165333,19,FeCoNi(AlSi)_x,emu/g,2,,,,,,,,2,,,,,
178,10.1016/j.jmmm.2019.165333,19,CoCrFeCuNi,emu/g,2,,,,,,,,2,,,,,
179,10.1016/j.jmmm.2019.165333,19,CoCrFeNiCuAl,emu/g,2,,,,,,,,2,,,,,
180,10.1016/j.jmmm.2019.165333,19,CoFeMnNi,emu/g,2,,,,,,,,2,,,,,
181,10.1016/j.jmmm.2019.165333,19,CoFeNiMnCr,emu/g,2,,,,,,,,2,,,,,
182,10.1016/j.jmmm.2019.165333,132,CoCrCuFeNiTi_x,emu/g,1.5,,,,,,,,1.5,,,,,
183,10.1016/j.jmmm.2019.165333,135,CoCrFeCuNi,emu/g,53.41,,,,,,,,53.41,,,,,
184,10.1016/j.jmmm.2019.165333,135,CrMnFeCoNi,emu/g,1.34,,,,,,,,1.34,,,,,
185,10.1016/j.jmmm.2019.165333,159,CrMnFeCoNi,K,20,20,,,,,,,,,,,,
186,10.1016/j.jallcom.2006.08.011,87,Fe_3Si,K,802,802,,,,,,,,,,,,
187,10.1016/j.jmmm.2019.165466,4,H_CI,kA/m,11,,,,11,,,,,,,,,
188,10.1016/j.jmmm.2019.165466,6,H_CI,kA/m,4.09,,,,4.09,,,,,,,,,
189,10.1016/j.jmmm.2019.165466,6,H_CI,kA/m,140.7,,,,140.7,,,,,,,,,
190,10.1016/j.jmmm.2019.165466,8,H_CI,Am^2/kg,2,,2,,,,,,,,,,,
191,10.1016/j.jmmm.2019.165466,115,H_CI,Am^2/kg,13,,13,,,,,,,,,,,
192,10.1016/j.jmmm.2019.165466,117,Ni_40Fe_30Co_30,Am^2/kg,2,,2,,,,,,,,,,,
193,10.1016/j.jmmm.2019.165466,160,Ni_40Fe_30Co_30,Am^2/kg,5,,5,,,,,,,,,,,
194,10.1016/j.jmmm.2019.165466,165,Ni_40Fe_30Co_30,Am^2/kg,149.6,,149.6,,,,,,,,,,,
195,10.1016/j.jmmm.2019.165466,165,NiFeCo,Am^2/kg,149.6,,149.6,,,,,,,,,,,
196,10.1016/j.jmmm.2019.165466,311,H_CI,kA/m,13,,,,13,,,,,,,,,
197,10.1016/j.jmmm.2019.165466,322,H_CI,Am^2/kg,2,,2,,,,,,,,,,,
198,10.1016/j.jmmm.2019.165466,333,Ni_40Fe_30Co_30,kA/m,131,,,,131,,,,,,,,,
199,10.1016/j.jmmm.2019.165466,333,Ni_40Fe_30Co_30,kA/m,3,,,,3,,,,,,,,,
200,10.1016/j.jmmm.2019.165466,333,Ni_40Fe_30Co_30,kA/m,140,,,,140,,,,,,,,,
201,10.1016/j.jmmm.2019.165466,333,Ni_40Fe_30Co_30,kA/m,2,,,,2,,,,,,,,,
202,10.1016/j.jmmm.2019.165466,333,Ni_40Fe_30Co_30,kA/m,140.7,,,,140.7,,,,,,,,,
203,10.1016/j.jmmm.2019.165466,333,Ni_40Fe_30Co_30,kA/m,149.6,,,,149.6,,,,,,,,,
204,10.1016/j.jmmm.2019.165466,333,H_CI,kA/m,4.1,,,,4.1,,,,,,,,,
